metric,value
exact_reproducibility.selected_latent_theta[40949],0.0775042646151446
exact_reproducibility.selected_latent_theta[40950],4.07568358947234
exact_reproducibility.selected_latent_theta[40951],2.626196081253802
exact_reproducibility.selected_latent_theta[40952],5.854800574275965
exact_reproducibility.selected_latent_theta[40953],0.8717905682050223
exact_reproducibility.selected_latent_theta[40954],3.304538789064672
exact_reproducibility.selected_latent_theta[40955],1.8573889537167352
exact_reproducibility.selected_latent_theta[40956],4.36701747537236
exact_reproducibility.selected_latent_theta[40957],3.0652258019296066
exact_reproducibility.selected_latent_theta[40958],5.34496243525389
exact_reproducibility.selected_latent_theta[40959],0.5103516817846213
exact_reproducibility.selected_latent_theta[40960],2.4149074550458565
exact_reproducibility.selected_latent_theta[40961],4.123504766422024
exact_reproducibility.selected_latent_theta[40962],0.2593893492475606
exact_reproducibility.selected_latent_theta[40963],4.735813645990322
exact_reproducibility.selected_latent_theta[40964],1.0204729481200858
exact_reproducibility.selected_latent_theta[40965],5.595024148607975
exact_reproducibility.selected_latent_theta[40966],1.6051228919941207
exact_reproducibility.selected_latent_theta[40967],3.4119429106945907
exact_reproducibility.selected_latent_theta[40968],0.7232543864711286
exact_reproducibility.selected_latent_theta[40969],5.278620387727034
exact_reproducibility.selected_latent_theta[40970],2.884094915935448
exact_reproducibility.selected_latent_theta[40971],4.710076399484985
exact_reproducibility.selected_latent_theta[40972],2.1230651758549293
exact_reproducibility.selected_latent_theta[40973],3.8508235775731343
exact_reproducibility.selected_latent_theta[40974],1.532996957922317
exact_reproducibility.selected_latent_theta[40975],5.990236172466541
exact_reproducibility.selected_latent_theta[40976],1.3108619527877243
exact_reproducibility.selected_latent_theta[40977],6.2598977111463086
exact_reproducibility.selected_latent_theta[40978],2.2976320771642067
exact_reproducibility.selected_latent_theta[40979],3.729967537993981
exact_reproducibility.selected_latent_theta[40980],3.107776166963103
exact_reproducibility.selected_latent_theta[40981],4.441888920468576
exact_reproducibility.selected_latent_theta[40982],0.5501858409686704
exact_reproducibility.selected_latent_theta[40983],5.4010946721754385
exact_reproducibility.selected_latent_theta[40984],1.8280727307955207
exact_reproducibility.selected_latent_theta[40985],3.14453440629703
exact_reproducibility.selected_latent_theta[40986],0.8481591747197723
exact_reproducibility.selected_latent_theta[40987],5.71669548998772
exact_reproducibility.selected_latent_theta[40988],0.03805709407644016
exact_reproducibility.selected_latent_theta[40989],5.004720178501053
exact_reproducibility.selected_latent_theta[40990],2.5886950072292576
exact_reproducibility.selected_latent_theta[40991],4.003379390055069
exact_reproducibility.selected_latent_theta[40992],0.31140306215891
exact_reproducibility.selected_latent_theta[40993],4.8801553958207196
exact_reproducibility.selected_latent_theta[40994],2.461074434451573
exact_reproducibility.selected_latent_theta[40995],4.273693319978122
exact_reproducibility.selected_latent_theta[40996],1.7494586497120654
exact_reproducibility.selected_latent_theta[40997],3.4639507017135553
exact_reproducibility.selected_latent_theta[40998],1.1706556031904884
exact_reproducibility.selected_latent_theta[40999],5.641185135901239
exact_reproducibility.selected_latent_theta[41000],2.838221550039913
exact_reproducibility.selected_latent_theta[41001],4.55960621664361
exact_reproducibility.selected_latent_theta[41002],0.6709589740544355
exact_reproducibility.selected_latent_theta[41003],5.1345722514068175
exact_reproducibility.selected_latent_theta[41004],1.3825207829684902
exact_reproducibility.selected_latent_theta[41005],5.944356814458553
exact_reproducibility.selected_latent_theta[41006],1.9790110474222604
exact_reproducibility.selected_latent_theta[41007],3.798522547551017
exact_reproducibility.selected_latent_theta[41008],2.2515609715577334
exact_reproducibility.selected_latent_theta[41009],3.57968311063864
exact_reproducibility.selected_latent_theta[41010],1.258752389483821
exact_reproducibility.selected_latent_theta[41011],6.115651835115154
exact_reproducibility.selected_latent_theta[41012],0.3999073120990249
exact_reproducibility.selected_latent_theta[41013],5.355029558681418
exact_reproducibility.selected_latent_theta[41014],2.963536283044401
exact_reproducibility.selected_latent_theta[41015],4.389785255650368
exact_reproducibility.selected_latent_theta[41016],0.9003588069639797
exact_reproducibility.selected_latent_theta[41017],5.86083950010718
exact_reproducibility.selected_latent_theta[41018],1.8740419704902989
exact_reproducibility.selected_latent_theta[41019],3.294908715339161
exact_reproducibility.selected_latent_theta[41020],2.7328450094611694
exact_reproducibility.selected_latent_theta[41021],4.055584920784972
exact_reproducibility.selected_latent_theta[41022],0.1884373776760072
exact_reproducibility.selected_latent_theta[41023],5.0506954103082835
exact_reproducibility.selected_latent_theta[41024],4.257178683551513
exact_reproducibility.selected_latent_theta[41025],2.0973833563897784
exact_reproducibility.selected_latent_theta[41026],5.41098315575047
exact_reproducibility.selected_latent_theta[41027],0.8944915926052369
exact_reproducibility.selected_latent_theta[41028],5.709242800124702
exact_reproducibility.selected_latent_theta[41029],0.40755526056391944
exact_reproducibility.selected_latent_theta[41030],3.7698469189016968
exact_reproducibility.selected_latent_theta[41031],2.396038667439401
exact_reproducibility.selected_latent_theta[41032],4.940788458208287
exact_reproducibility.selected_latent_theta[41033],1.209657795011186
exact_reproducibility.selected_latent_theta[41034],4.523245329266701
exact_reproducibility.selected_latent_theta[41035],1.5781136323671874
exact_reproducibility.selected_latent_theta[41036],3.451480366685475
exact_reproducibility.selected_latent_theta[41037],2.8631047332672304
exact_reproducibility.selected_latent_theta[41038],6.225408235389778
exact_reproducibility.selected_latent_theta[41039],0.1382643785120595
exact_reproducibility.selected_latent_theta[41040],6.042675770089127
exact_reproducibility.selected_latent_theta[41041],0.3486089310184032
exact_reproducibility.selected_latent_theta[41042],3.318577934034269
exact_reproducibility.selected_latent_theta[41043],3.1217939650320874
exact_reproducibility.selected_latent_theta[41044],4.4145154527566275
exact_reproducibility.selected_latent_theta[41045],1.8617176932032526
exact_reproducibility.selected_latent_theta[41046],4.78222817454174
exact_reproducibility.selected_latent_theta[41047],1.4449177734593142
exact_reproducibility.selected_latent_theta[41048],3.5848007491802556
exact_reproducibility.selected_latent_theta[41049],2.602559819177184
exact_reproducibility.selected_latent_theta[41050],5.57254099367147
exact_reproducibility.selected_latent_theta[41051],0.6639071471518253
exact_reproducibility.selected_latent_theta[41052],5.298429562481531
exact_reproducibility.selected_latent_theta[41053],1.1757824171542972
exact_reproducibility.selected_latent_theta[41054],4.096280727014365
exact_reproducibility.selected_latent_theta[41055],2.328844054662637
exact_reproducibility.selected_latent_theta[41056],5.3753038711650545
exact_reproducibility.selected_latent_theta[41057],0.8595143214443548
exact_reproducibility.selected_latent_theta[41058],4.173107098798266
exact_reproducibility.selected_latent_theta[41059],2.012623614972045
exact_reproducibility.selected_latent_theta[41060],3.900529648396214
exact_reproducibility.selected_latent_theta[41061],2.526033240269431
exact_reproducibility.selected_latent_theta[41062],5.8883178297870495
exact_reproducibility.selected_latent_theta[41063],0.5873323504641792
exact_reproducibility.selected_latent_theta[41064],4.693959115015392
exact_reproducibility.selected_latent_theta[41065],1.7480430131451203
exact_reproducibility.selected_latent_theta[41066],5.061623899900884
exact_reproducibility.selected_latent_theta[41067],1.3312907494205317
exact_reproducibility.selected_latent_theta[41068],6.156027063328328
exact_reproducibility.selected_latent_theta[41069],0.0696807016123425
exact_reproducibility.selected_latent_theta[41070],3.4319775386801203
exact_reproducibility.selected_latent_theta[41071],2.842817500291117
exact_reproducibility.selected_latent_theta[41072],3.14800833349147
exact_reproducibility.selected_latent_theta[41073],2.9519125211537762
exact_reproducibility.selected_latent_theta[41074],5.921888265296151
exact_reproducibility.selected_latent_theta[41075],0.22711983412130018
exact_reproducibility.selected_latent_theta[41076],4.85165728350281
exact_reproducibility.selected_latent_theta[41077],1.5136452435028784
exact_reproducibility.selected_latent_theta[41078],4.434162091460847
exact_reproducibility.selected_latent_theta[41079],1.8820528630789872
exact_reproducibility.selected_latent_theta[41080],5.608172341357264
exact_reproducibility.selected_latent_theta[41081],0.6987405608004646
exact_reproducibility.selected_latent_theta[41082],3.6687285232346376
exact_reproducibility.selected_latent_theta[41083],2.6872716236952963
exact_reproducibility.selected_latent_theta[41084],3.9654541868209834
exact_reproducibility.selected_latent_theta[41085],2.198801544932986
exact_reproducibility.selected_latent_theta[41086],5.1193065959195625
exact_reproducibility.selected_latent_theta[41087],0.9958615633685516
exact_reproducibility.selected_latent_theta[41088],4.245344261457473
exact_reproducibility.selected_latent_theta[41089],1.1770769006975899
exact_reproducibility.selected_latent_theta[41090],5.221722658439655
exact_reproducibility.selected_latent_theta[41091],2.154989652974686
exact_reproducibility.selected_latent_theta[41092],5.88285452125832
exact_reproducibility.selected_latent_theta[41093],2.6689072970559504
exact_reproducibility.selected_latent_theta[41094],3.719174994452651
exact_reproducibility.selected_latent_theta[41095],0.5036933213286109
exact_reproducibility.selected_latent_theta[41096],5.063433892368621
exact_reproducibility.selected_latent_theta[41097],1.8960335849521706
exact_reproducibility.selected_latent_theta[41098],4.478220596297277
exact_reproducibility.selected_latent_theta[41099],1.3123536142814127
exact_reproducibility.selected_latent_theta[41100],3.4611782261831068
exact_reproducibility.selected_latent_theta[41101],0.34444649605913663
exact_reproducibility.selected_latent_theta[41102],6.019090815475385
exact_reproducibility.selected_latent_theta[41103],2.9008258301708967
exact_reproducibility.selected_latent_theta[41104],6.277024666564176
exact_reproducibility.selected_latent_theta[41105],3.0605242406964237
exact_reproducibility.selected_latent_theta[41106],3.3264122465591175
exact_reproducibility.selected_latent_theta[41107],0.11144648027323904
exact_reproducibility.selected_latent_theta[41108],4.637924998935256
exact_reproducibility.selected_latent_theta[41109],1.5702693954060891
exact_reproducibility.selected_latent_theta[41110],4.8304395878149045
exact_reproducibility.selected_latent_theta[41111],1.7612496289908233
exact_reproducibility.selected_latent_theta[41112],3.8543896334965346
exact_reproducibility.selected_latent_theta[41113],0.7370232778064341
exact_reproducibility.selected_latent_theta[41114],5.625370827617536
exact_reproducibility.selected_latent_theta[41115],2.5095380782082923
exact_reproducibility.selected_latent_theta[41116],5.455058887910202
exact_reproducibility.selected_latent_theta[41117],2.2901866901882397
exact_reproducibility.selected_latent_theta[41118],4.085980660215239
exact_reproducibility.selected_latent_theta[41119],0.9195749498391765
exact_reproducibility.selected_latent_theta[41120],5.17116907821155
exact_reproducibility.selected_latent_theta[41121],2.00611767887655
exact_reproducibility.selected_latent_theta[41122],4.1855867965020535
exact_reproducibility.selected_latent_theta[41123],1.0190007609918683
exact_reproducibility.selected_latent_theta[41124],3.582773168129081
exact_reproducibility.selected_latent_theta[41125],0.4652265341182358
exact_reproducibility.selected_latent_theta[41126],5.7372488102074355
exact_reproducibility.selected_latent_theta[41127],2.6212368591851543
exact_reproducibility.selected_latent_theta[41128],4.3200988603608605
exact_reproducibility.selected_latent_theta[41129],1.252646426894542
exact_reproducibility.selected_latent_theta[41130],4.914516041159518
exact_reproducibility.selected_latent_theta[41131],1.8455300014123424
exact_reproducibility.selected_latent_theta[41132],5.971468876264753
exact_reproducibility.selected_latent_theta[41133],2.7551727439809333
exact_reproducibility.selected_latent_theta[41134],3.422760171699788
exact_reproducibility.selected_latent_theta[41135],0.20799755207006915
exact_reproducibility.selected_latent_theta[41136],3.1897654926390437
exact_reproducibility.selected_latent_theta[41137],0.07321406424250719
exact_reproducibility.selected_latent_theta[41138],6.131174027916789
exact_reproducibility.selected_latent_theta[41139],3.0130882442253384
exact_reproducibility.selected_latent_theta[41140],4.779750810549586
exact_reproducibility.selected_latent_theta[41141],1.6125297047461735
exact_reproducibility.selected_latent_theta[41142],4.578031962435595
exact_reproducibility.selected_latent_theta[41143],1.4123453055538544
exact_reproducibility.selected_latent_theta[41144],5.577885957979259
exact_reproducibility.selected_latent_theta[41145],2.3637344401929554
exact_reproducibility.selected_latent_theta[41146],3.8161086485855713
exact_reproducibility.selected_latent_theta[41147],0.6004238522120608
exact_reproducibility.selected_latent_theta[41148],3.9281023538472133
exact_reproducibility.selected_latent_theta[41149],0.8596318230244815
exact_reproducibility.selected_latent_theta[41150],5.306384091762462
exact_reproducibility.selected_latent_theta[41151],2.2394471672205873
exact_reproducibility.selected_latent_theta[41152],0.013225920512676952
exact_reproducibility.selected_latent_theta[41153],4.151251617641179
exact_reproducibility.selected_latent_theta[41154],1.9507473765040617
exact_reproducibility.selected_latent_theta[41155],5.665172685570394
exact_reproducibility.selected_latent_theta[41156],2.483376515239899
exact_reproducibility.selected_latent_theta[41157],5.0196057093545905
exact_reproducibility.selected_latent_theta[41158],1.0519713298684028
exact_reproducibility.selected_latent_theta[41159],3.2265945138013175
exact_reproducibility.selected_latent_theta[41160],2.349047772571441
exact_reproducibility.selected_latent_theta[41161],6.040777768469741
exact_reproducibility.selected_latent_theta[41162],0.39955934825636275
exact_reproducibility.selected_latent_theta[41163],4.563341924250826
exact_reproducibility.selected_latent_theta[41164],1.4252629892272297
exact_reproducibility.selected_latent_theta[41165],3.6256489797701636
exact_reproducibility.selected_latent_theta[41166],2.893178771160194
exact_reproducibility.selected_latent_theta[41167],5.406718644219305
exact_reproducibility.selected_latent_theta[41168],2.9531040152642882
exact_reproducibility.selected_latent_theta[41169],5.15370281942605
exact_reproducibility.selected_latent_theta[41170],1.3655324887778477
exact_reproducibility.selected_latent_theta[41171],3.8788535561056787
exact_reproducibility.selected_latent_theta[41172],0.7354011474267641
exact_reproducibility.selected_latent_theta[41173],4.42672662892113
exact_reproducibility.selected_latent_theta[41174],2.013011229746328
exact_reproducibility.selected_latent_theta[41175],6.177204312257179
exact_reproducibility.selected_latent_theta[41176],0.9676993838550203
exact_reproducibility.selected_latent_theta[41177],3.50433903767272
exact_reproducibility.selected_latent_theta[41178],2.567837212795541
exact_reproducibility.selected_latent_theta[41179],4.7420559291379
exact_reproducibility.selected_latent_theta[41180],1.639252279242949
exact_reproducibility.selected_latent_theta[41181],5.777059281821945
exact_reproducibility.selected_latent_theta[41182],0.32453224867651354
exact_reproducibility.selected_latent_theta[41183],4.039170277734916
exact_reproducibility.selected_latent_theta[41184],1.832365330353808
exact_reproducibility.selected_latent_theta[41185],5.571675507929085
exact_reproducibility.selected_latent_theta[41186],0.1314161781027387
exact_reproducibility.selected_latent_theta[41187],4.244556298669946
exact_reproducibility.selected_latent_theta[41188],1.1550150661679133
exact_reproducibility.selected_latent_theta[41189],3.3047526325778267
exact_reproducibility.selected_latent_theta[41190],2.380524526538874
exact_reproducibility.selected_latent_theta[41191],4.94163858916251
exact_reproducibility.selected_latent_theta[41192],0.529680972595741
exact_reproducibility.selected_latent_theta[41193],4.620174114808254
exact_reproducibility.selected_latent_theta[41194],2.2187350560208765
exact_reproducibility.selected_latent_theta[41195],5.983754579327885
exact_reproducibility.selected_latent_theta[41196],2.7538524194526888
exact_reproducibility.selected_latent_theta[41197],5.3406818199205075
exact_reproducibility.selected_latent_theta[41198],1.5647816502937637
exact_reproducibility.selected_latent_theta[41199],3.6918783006815037
exact_reproducibility.selected_latent_theta[41200],1.2379519882521905
exact_reproducibility.selected_latent_theta[41201],3.8252338868369438
exact_reproducibility.selected_latent_theta[41202],3.0804933299520023
exact_reproducibility.selected_latent_theta[41203],5.207131490110355
exact_reproducibility.selected_latent_theta[41204],2.155933597939497
exact_reproducibility.selected_latent_theta[41205],6.246166036446939
exact_reproducibility.selected_latent_theta[41206],0.59267118221938
exact_reproducibility.selected_latent_theta[41207],4.357957401343911
exact_reproducibility.selected_latent_theta[41208],2.6826239914741876
exact_reproducibility.selected_latent_theta[41209],4.832628206888245
exact_reproducibility.selected_latent_theta[41210],0.8527208575778878
exact_reproducibility.selected_latent_theta[41211],3.4135742633098323
exact_reproducibility.selected_latent_theta[41212],0.21894783329037823
exact_reproducibility.selected_latent_theta[41213],3.957799637669715
exact_reproducibility.selected_latent_theta[41214],1.7450284188208807
exact_reproducibility.selected_latent_theta[41215],5.858620920471576
exact_reproducibility.selected_latent_theta[41216],0.5534559895263411
exact_reproducibility.selected_latent_theta[41217],3.8506808903953553
exact_reproducibility.selected_latent_theta[41218],2.413673267134119
exact_reproducibility.selected_latent_theta[41219],5.700203698489837
exact_reproducibility.selected_latent_theta[41220],1.7267779423181358
exact_reproducibility.selected_latent_theta[41221],5.011729452042573
exact_reproducibility.selected_latent_theta[41222],1.239620229809719
exact_reproducibility.selected_latent_theta[41223],4.538424099123392
exact_reproducibility.selected_latent_theta[41224],3.120975854428783
exact_reproducibility.selected_latent_theta[41225],6.019362707577925
exact_reproducibility.selected_latent_theta[41226],0.29334470776167915
exact_reproducibility.selected_latent_theta[41227],3.181043223950114
exact_reproducibility.selected_latent_theta[41228],1.1779797435160457
exact_reproducibility.selected_latent_theta[41229],4.064093345960747
exact_reproducibility.selected_latent_theta[41230],2.237071856393643
exact_reproducibility.selected_latent_theta[41231],5.137043623286519
exact_reproducibility.selected_latent_theta[41232],2.0164997627148713
exact_reproducibility.selected_latent_theta[41233],5.3075813907319125
exact_reproducibility.selected_latent_theta[41234],0.9560161689736537
exact_reproducibility.selected_latent_theta[41235],4.236406276720246
exact_reproducibility.selected_latent_theta[41236],0.07352626266396745
exact_reproducibility.selected_latent_theta[41237],3.3523374955926584
exact_reproducibility.selected_latent_theta[41238],2.899768596830027
exact_reproducibility.selected_latent_theta[41239],6.192429146478349
exact_reproducibility.selected_latent_theta[41240],1.4615897028378064
exact_reproducibility.selected_latent_theta[41241],4.36610517625144
exact_reproducibility.selected_latent_theta[41242],1.9473556536023318
exact_reproducibility.selected_latent_theta[41243],4.841185692484727
exact_reproducibility.selected_latent_theta[41244],2.6348861423382988
exact_reproducibility.selected_latent_theta[41245],5.52713126747696
exact_reproducibility.selected_latent_theta[41246],0.7732803331097484
exact_reproducibility.selected_latent_theta[41247],3.679380626640358
exact_reproducibility.selected_latent_theta[41248],2.4735571282115867
exact_reproducibility.selected_latent_theta[41249],5.856827406313084
exact_reproducibility.selected_latent_theta[41250],0.39455883678784565
exact_reproducibility.selected_latent_theta[41251],3.791585553865957
exact_reproducibility.selected_latent_theta[41252],1.2791549706246483
exact_reproducibility.selected_latent_theta[41253],4.674698593057343
exact_reproducibility.selected_latent_theta[41254],1.5897160473571998
exact_reproducibility.selected_latent_theta[41255],4.974469373290734
exact_reproducibility.selected_latent_theta[41256],0.3294309644534029
exact_reproducibility.selected_latent_theta[41257],3.3138632650550957
exact_reproducibility.selected_latent_theta[41258],2.9873624201843634
exact_reproducibility.selected_latent_theta[41259],5.985557081655056
exact_reproducibility.selected_latent_theta[41260],2.3004101703000797
exact_reproducibility.selected_latent_theta[41261],5.297115791826282
exact_reproducibility.selected_latent_theta[41262],1.0156282315753382
exact_reproducibility.selected_latent_theta[41263],4.0015495487148325
exact_reproducibility.selected_latent_theta[41264],0.7957736933627749
exact_reproducibility.selected_latent_theta[41265],4.172903741481903
exact_reproducibility.selected_latent_theta[41266],2.079262833825851
exact_reproducibility.selected_latent_theta[41267],5.470146278051989
exact_reproducibility.selected_latent_theta[41268],2.766730405381065
exact_reproducibility.selected_latent_theta[41269],6.1561308017751655
exact_reproducibility.selected_latent_theta[41270],0.10750320214559136
exact_reproducibility.selected_latent_theta[41271],3.486116274690069
exact_reproducibility.selected_latent_theta[41272],1.8108690014368531
exact_reproducibility.selected_latent_theta[41273],4.8014328949525735
exact_reproducibility.selected_latent_theta[41274],1.4990151264426361
exact_reproducibility.selected_latent_theta[41275],4.50333840817782
exact_reproducibility.selected_latent_theta[41276],0.6164923103278386
exact_reproducibility.selected_latent_theta[41277],3.6193265521185314
exact_reproducibility.selected_latent_theta[41278],2.6941947606203094
exact_reproducibility.selected_latent_theta[41279],5.686247694080521
exact_reproducibility.selected_latent_theta[41280],0.12716650641256932
exact_reproducibility.selected_latent_theta[41281],3.5827349684121947
exact_reproducibility.selected_latent_theta[41282],2.9117829695511612
exact_reproducibility.selected_latent_theta[41283],5.558174904066173
exact_reproducibility.selected_latent_theta[41284],1.6310413999011524
exact_reproducibility.selected_latent_theta[41285],5.268002364460887
exact_reproducibility.selected_latent_theta[41286],1.2265115475519144
exact_reproducibility.selected_latent_theta[41287],4.054296242100618
exact_reproducibility.selected_latent_theta[41288],2.6245742785677817
exact_reproducibility.selected_latent_theta[41289],6.239508799512015
exact_reproducibility.selected_latent_theta[41290],0.6231643402903817
exact_reproducibility.selected_latent_theta[41291],3.47801007006268
exact_reproducibility.selected_latent_theta[41292],1.1218465703269263
exact_reproducibility.selected_latent_theta[41293],4.5500184622122966
exact_reproducibility.selected_latent_theta[41294],2.3126509325198166
exact_reproducibility.selected_latent_theta[41295],4.9807337523529815
exact_reproducibility.selected_latent_theta[41296],2.09928566483999
exact_reproducibility.selected_latent_theta[41297],4.746086748283411
exact_reproducibility.selected_latent_theta[41298],0.9331166558484442
exact_reproducibility.selected_latent_theta[41299],4.389090919619914
exact_reproducibility.selected_latent_theta[41300],0.4619550747859661
exact_reproducibility.selected_latent_theta[41301],3.2893817406156223
exact_reproducibility.selected_latent_theta[41302],2.3898250340794878
exact_reproducibility.selected_latent_theta[41303],6.026425161117463
exact_reproducibility.selected_latent_theta[41304],1.4305750905432861
exact_reproducibility.selected_latent_theta[41305],4.285781657837344
exact_reproducibility.selected_latent_theta[41306],1.8106643333458912
exact_reproducibility.selected_latent_theta[41307],5.425957070262685
exact_reproducibility.selected_latent_theta[41308],3.069827182532721
exact_reproducibility.selected_latent_theta[41309],5.737504224000731
exact_reproducibility.selected_latent_theta[41310],0.35894544203271955
exact_reproducibility.selected_latent_theta[41311],3.786708348836505
exact_reproducibility.selected_latent_theta[41312],2.7562445830959064
exact_reproducibility.selected_latent_theta[41313],5.610875533087478
exact_reproducibility.selected_latent_theta[41314],0.09205935153293748
exact_reproducibility.selected_latent_theta[41315],3.7083101710548605
exact_reproducibility.selected_latent_theta[41316],1.3520757958640026
exact_reproducibility.selected_latent_theta[41317],4.019177969043584
exact_reproducibility.selected_latent_theta[41318],1.6837547621614197
exact_reproducibility.selected_latent_theta[41319],5.112477085751623
exact_reproducibility.selected_latent_theta[41320],0.7744223922925261
exact_reproducibility.selected_latent_theta[41321],3.420264082356219
exact_reproducibility.selected_latent_theta[41322],2.650826097729994
exact_reproducibility.selected_latent_theta[41323],6.107375229789892
exact_reproducibility.selected_latent_theta[41324],2.180506127586846
exact_reproducibility.selected_latent_theta[41325],5.006974710811373
exact_reproducibility.selected_latent_theta[41326],1.0641135967396989
exact_reproducibility.selected_latent_theta[41327],4.70128934108016
exact_reproducibility.selected_latent_theta[41328],0.8078872168196494
exact_reproducibility.selected_latent_theta[41329],4.423780007622525
exact_reproducibility.selected_latent_theta[41330],2.046910107919242
exact_reproducibility.selected_latent_theta[41331],4.901179845882027
exact_reproducibility.selected_latent_theta[41332],2.54492974139598
exact_reproducibility.selected_latent_theta[41333],5.9740608394075645
exact_reproducibility.selected_latent_theta[41334],0.49663152317637244
exact_reproducibility.selected_latent_theta[41335],3.1641398492281367
exact_reproducibility.selected_latent_theta[41336],1.9431439475621555
exact_reproducibility.selected_latent_theta[41337],5.399286926749871
exact_reproducibility.selected_latent_theta[41338],1.4886458694700333
exact_reproducibility.selected_latent_theta[41339],4.1340785978588315
exact_reproducibility.selected_latent_theta[41340],0.20725368748512338
exact_reproducibility.selected_latent_theta[41341],3.844790643854372
exact_reproducibility.selected_latent_theta[41342],3.0431444930344584
exact_reproducibility.selected_latent_theta[41343],5.869971104978033
exact_reproducibility.selected_latent_theta[41344],6.079556847728333
exact_reproducibility.selected_latent_theta[41345],1.3763306499246022
exact_reproducibility.selected_latent_theta[41346],4.2514146458790645
exact_reproducibility.selected_latent_theta[41347],2.4191292727757965
exact_reproducibility.selected_latent_theta[41348],3.6769242350417883
exact_reproducibility.selected_latent_theta[41349],2.2189048949582073
exact_reproducibility.selected_latent_theta[41350],5.087878340612294
exact_reproducibility.selected_latent_theta[41351],0.022607239647988955
exact_reproducibility.selected_latent_theta[41352],4.364993639391468
exact_reproducibility.selected_latent_theta[41353],3.1047035240494782
exact_reproducibility.selected_latent_theta[41354],5.776516246630921
exact_reproducibility.selected_latent_theta[41355],0.9078239491856891
exact_reproducibility.selected_latent_theta[41356],5.194362672980726
exact_reproducibility.selected_latent_theta[41357],0.6876642345584459
exact_reproducibility.selected_latent_theta[41358],3.3656384872094907
exact_reproducibility.selected_latent_theta[41359],1.7310314058919667
exact_reproducibility.selected_latent_theta[41360],3.267954695498901
exact_reproducibility.selected_latent_theta[41361],1.8286680097169914
exact_reproducibility.selected_latent_theta[41362],5.489137529456697
exact_reproducibility.selected_latent_theta[41363],0.3929365191546615
exact_reproducibility.selected_latent_theta[41364],5.678570300000526
exact_reproducibility.selected_latent_theta[41365],1.0057227079305187
exact_reproducibility.selected_latent_theta[41366],4.660081583743091
exact_reproducibility.selected_latent_theta[41367],2.80966276758342
exact_reproducibility.selected_latent_theta[41368],4.793173142443585
exact_reproducibility.selected_latent_theta[41369],0.3172637226446577
exact_reproducibility.selected_latent_theta[41370],3.774487435489268
exact_reproducibility.selected_latent_theta[41371],2.1213903804244056
exact_reproducibility.selected_latent_theta[41372],3.9562555451920653
exact_reproducibility.selected_latent_theta[41373],2.7142396875491173
exact_reproducibility.selected_latent_theta[41374],6.177624883649951
exact_reproducibility.selected_latent_theta[41375],1.2783112999166626
exact_reproducibility.selected_latent_theta[41376],4.168689039385501
exact_reproducibility.selected_latent_theta[41377],2.51560378129203
exact_reproducibility.selected_latent_theta[41378],5.972820846636888
exact_reproducibility.selected_latent_theta[41379],1.496923411062866
exact_reproducibility.selected_latent_theta[41380],4.997962199175516
exact_reproducibility.selected_latent_theta[41381],0.09866063477716724
exact_reproducibility.selected_latent_theta[41382],3.5620389610147005
exact_reproducibility.selected_latent_theta[41383],2.320035274850172
exact_reproducibility.selected_latent_theta[41384],5.883354113634062
exact_reproducibility.selected_latent_theta[41385],0.7871413063606352
exact_reproducibility.selected_latent_theta[41386],4.447617379973336
exact_reproducibility.selected_latent_theta[41387],3.0083188972200348
exact_reproducibility.selected_latent_theta[41388],3.4804338795497882
exact_reproducibility.selected_latent_theta[41389],1.6300028919116976
exact_reproducibility.selected_latent_theta[41390],5.284368696104293
exact_reproducibility.selected_latent_theta[41391],0.6115089325558659
exact_reproducibility.selected_latent_theta[41392],5.382266705835066
exact_reproducibility.selected_latent_theta[41393],0.5135622369114149
exact_reproducibility.selected_latent_theta[41394],3.1853938720977863
exact_reproducibility.selected_latent_theta[41395],1.9250915852773773
exact_reproducibility.selected_latent_theta[41396],4.545253234784304
exact_reproducibility.selected_latent_theta[41397],2.9106341692418742
exact_reproducibility.selected_latent_theta[41398],5.588627194057713
exact_reproducibility.selected_latent_theta[41399],1.0819169118506626
exact_reproducibility.selected_latent_theta[41400],3.857150124802078
exact_reproducibility.selected_latent_theta[41401],2.0248769231772297
exact_reproducibility.selected_latent_theta[41402],4.89994210015352
exact_reproducibility.selected_latent_theta[41403],0.19672788657469445
exact_reproducibility.selected_latent_theta[41404],6.267478107905975
exact_reproducibility.selected_latent_theta[41405],1.2022189619082142
exact_reproducibility.selected_latent_theta[41406],4.071173775837643
exact_reproducibility.selected_latent_theta[41407],2.6131662327254532
exact_reproducibility.selected_latent_theta[41408],3.049361684211141
exact_reproducibility.selected_latent_theta[41409],3.252060242711144
exact_reproducibility.selected_latent_theta[41410],0.28207429325224787
exact_reproducibility.selected_latent_theta[41411],5.982897707247152
exact_reproducibility.selected_latent_theta[41412],1.4852199728019717
exact_reproducibility.selected_latent_theta[41413],4.8165682219939825
exact_reproducibility.selected_latent_theta[41414],1.8592554967457444
exact_reproducibility.selected_latent_theta[41415],4.405351640281341
exact_reproducibility.selected_latent_theta[41416],0.464115090885021
exact_reproducibility.selected_latent_theta[41417],5.751386825032501
exact_reproducibility.selected_latent_theta[41418],2.4953311540900205
exact_reproducibility.selected_latent_theta[41419],3.8555622150021183
exact_reproducibility.selected_latent_theta[41420],2.020874566565869
exact_reproducibility.selected_latent_theta[41421],4.195028118685305
exact_reproducibility.selected_latent_theta[41422],0.9101924252593673
