method,target_regime,target_seed,selection_seed,active_k,birth_count,image_loss,residual_norm,geometry_rms_error,optimizer_steps,last_step_relative_improvement,gradient_norm,cumulative_scoring_seconds,cumulative_optimization_seconds,total_runtime_seconds,peak_allocated_mib,peak_reserved_mib,best_remaining_candidate_score,last_predicted_quadratic,last_predicted_raw,last_realized_birth_gain,last_new_only_gain,responsive_candidate_fraction,zero_jacobian_candidate_fraction,median_affected_pixels,median_affected_views,no_birth_continuation_gain,root_failures
raw,distributed,17,0,96,64,9.393205748788057,4.334329417288921,0.0023175508429338853,68,0.004833458435379935,10.608641218532586,4.791601339820772,8.349381784908473,20.8901299899444,231.216796875,266.0,0.17021917596122454,0.08842089077624717,10.315785611613366,0.0456221824844949,0.04351242345575557,0.9967672228813171,0.003232758492231369,677.0,1.0,4.421456807079949e-05,0
raw,distributed,17,0,128,96,7.756555968265511,3.9386688025944783,0.0021990603863681797,100,0.003298089787768663,8.46580612962357,7.157129867235199,12.823528194334358,31.454587162006646,240.412109375,278.0,0.15156873048704134,0.03896850188596476,8.250812141617871,0.025666468344327953,0.012751903249234253,0.996651828289032,0.00334821455180645,671.0,1.0,0.00011848880810028106,0
raw,distributed,17,0,192,160,5.323174197504113,3.2628742536310265,0.0019919210669369462,164,0.005964071284204808,5.96898073872459,11.88360772258602,22.330783024430275,52.986210274044424,251.005859375,298.0,0.09926973674332537,0.04909041501638561,5.522090681237576,0.03193827250608017,0.023874891393996123,0.9963942766189575,0.003605769481509924,662.0,1.0,0.00026582511639805517,0
raw,distributed,17,0,256,224,3.8623702075508124,2.779341723340551,0.0018152491133168129,228,0.006227313060272005,4.350668207544024,16.60091626085341,32.47559951641597,75.08175853895955,260.97021484375,298.0,0.07269209546389839,0.04357489013508784,4.043162957589277,0.024202907519183636,0.019723701327501786,0.99609375,0.00390625,651.0,1.0,0.0003337089333270704,0
local_residual,distributed,17,0,32,0,17.795993646249006,5.965902051869274,0.002849736160911276,4,1.6944280230745914e-09,0.021148910673572215,0.07497497205622494,0.40317277214489877,0.5978217739611864,208.775390625,230.0,1.664369118149128,,,,,0.9969757795333862,0.0030241934582591057,693.0,1.0,1.9021584307665762e-10,0
local_residual,distributed,17,0,48,16,14.52598681018276,5.389988276459006,0.0026739800611310497,20,0.008580155274199959,37.273929453118626,1.252329250331968,2.2264338838867843,5.5764844990335405,221.1748046875,254.0,0.6037397788314891,0.24185792564426908,37.27353755227756,0.12571386683996089,0.11822703558612879,0.9969261884689331,0.003073770320042968,688.0,1.0,1.430248030231951e-06,0
local_residual,distributed,17,0,64,32,13.432846955303745,5.183212701655942,0.0026022823950673387,36,0.0069919448860849475,22.114502036954224,2.4224421102553606,4.212770455749705,10.703502983087674,228.43994140625,266.0,0.35799827536744677,0.178762014332029,22.113871592020164,0.09458304501259995,0.0889579383900525,0.9968750476837158,0.0031250002793967724,684.0,1.0,4.3900531627727446e-05,0
local_residual,distributed,17,0,96,64,11.458255335958075,4.787119245633657,0.002436483294224964,68,0.0015497746032179102,5.9250676858624685,4.7860911164898425,8.601391540840268,21.267115694005042,241.0615234375,266.0,0.3673396088797327,0.030752525603637157,5.644605042549394,0.01778527628636084,0.013252567259431913,0.9967672228813171,0.003232758492231369,677.0,1.0,2.80766426321577e-05,0
local_residual,distributed,17,0,128,96,9.425280437414981,4.341723260967926,0.002273540105161141,100,0.007280065160349754,10.479005033286214,7.151388164609671,13.350210101343691,32.12030377308838,248.25634765625,284.0,0.22525245370225483,0.10962548086880403,9.978871893603266,0.06911985277099397,0.049493725047371484,0.996651828289032,0.00334821455180645,670.0,1.0,0.0005774083444389788,0
local_residual,distributed,17,0,192,160,7.739451850610558,3.93432379211741,0.0021148465448673744,164,0.005212625095228372,6.733583495987574,11.906697803875431,23.627952899085358,54.51358192204498,263.86669921875,304.0,0.19473538726424275,0.07187365042709425,6.1446694230380325,0.040554255067485556,0.03352531319328911,0.9963942766189575,0.003605769481509924,655.0,1.0,0.0005583125167509806,0
local_residual,distributed,17,0,256,224,5.832635084966801,3.41544582301251,0.0019122741523136067,228,0.006745254367191754,5.456845804367011,16.624067649943754,34.72784562711604,77.68328124890104,273.87939453125,324.0,0.11340176879226317,0.05662429260859761,5.104879845415846,0.03960978535676407,0.025310107574130214,0.99609375,0.00390625,645.0,1.0,0.0007756049286529176,0
uniform,distributed,17,0,32,0,17.795993646249034,5.9659020518692785,0.002849736160911277,4,1.6944308179728298e-09,0.021148910671561858,0.07373366109095514,0.4072120347991586,0.6023164039943367,208.775390625,230.0,1.6643691181491587,,,,,0.9969757795333862,0.0030241934582591057,693.0,1.0,1.9016965779883321e-10,0
uniform,distributed,17,0,48,16,15.81265898941548,5.62363921129645,0.002723339139985981,20,0.00431391024179762,22.12404791615997,1.2530527664348483,2.2134528546594083,5.593965074047446,220.8330078125,260.0,0.5674261221636616,0.1251520380812493,22.116291545501877,0.06850993728461319,0.05617393348232724,0.9969261884689331,0.003073770320042968,688.0,1.0,7.165545765630554e-06,0
uniform,distributed,17,0,64,32,14.746653314009908,5.430774035809243,0.0026285000691513845,36,0.012897355633695462,48.15781013477539,2.4280529664829373,4.21631634933874,10.797194235958159,229.4580078125,260.0,0.603685028098639,0.2667854374471931,48.15780594902633,0.1926778671732734,0.11690332916110613,0.9968750476837158,0.0031250002793967724,684.0,1.0,2.9318020301261072e-05,0
uniform,distributed,17,0,96,64,13.382384859443963,5.173467861974975,0.002519020851684704,68,0.00791298549079585,16.93843771650072,4.795163552742451,8.647742189001292,21.448737357975915,240.77685546875,272.0,0.6026327060753833,0.07824364385344254,16.879317924967925,0.10673924330862761,0.024353564172638897,0.9967672228813171,0.003232758492231369,677.0,1.0,0.00014470451893444647,0
uniform,distributed,17,0,128,96,11.675239592588978,4.83223335375869,0.0023322741520767566,100,0.00039234448994058825,3.692188095546609,7.169391514267772,13.49852040829137,32.5408044049982,250.70263671875,290.0,0.36329763913640706,0.005949123931429521,3.6826810978099918,0.004582513846958847,1.0658141036401503e-14,0.996651828289032,0.00334821455180645,670.0,1.0,2.6210785318170338e-05,0
uniform,distributed,17,0,192,160,10.174597372234613,4.511008173841988,0.0021634656713927516,164,0.003399541016896246,7.3642512922959025,11.881515697808936,23.94933460187167,55.02996821398847,261.6708984375,290.0,0.3669449951457197,0.04541143334323039,7.294922454166383,0.034706948793306935,0.02177073317635525,0.9963942766189575,0.003605769481509924,657.0,1.0,0.0004895589756532814,0
uniform,distributed,17,0,256,224,8.557607412353374,4.137053882258091,0.0020314613795047193,228,0.00741586596499445,9.946652791212255,16.59866298781708,35.141116821207106,78.26502385712229,277.646484375,310.0,0.3480671481071548,0.06668212784132274,9.653340736957615,0.06393621192901833,0.03300836166773813,0.99609375,0.00390625,646.0,1.0,0.0028107185840564597,0
random,distributed,17,101,32,0,17.79599364624897,5.965902051869268,0.002849736160911277,4,1.6944302190660697e-09,0.02114891067227025,0.07478295103646815,0.4059118898585439,0.6005813591182232,208.775390625,230.0,1.6643691181491234,,,,,0.9969757795333862,0.0030241934582591057,693.0,1.0,1.9021229036297882e-10,0
random,distributed,17,101,48,16,17.532515630406966,5.921573377136682,0.00283053810089771,20,2.1386722683168115e-05,0.2629694661874894,1.2578960387036204,2.155377375660464,5.404498765943572,211.86083984375,248.0,1.6640877617058838,0.0007569703623408748,0.25091090487702356,0.00037497106912809386,0.0,0.9969261884689331,0.003073770320042968,693.0,1.0,5.438007228519837e-06,0
random,distributed,17,101,64,32,17.207048067836197,5.866352881959318,0.002801124137151214,36,1.7331687277649827e-05,1.0448293362919505,2.442101502092555,3.960891635622829,10.3326510861516,215.43798828125,260.0,1.6653127464233604,0.000237927935847983,0.4626112465052563,0.00029823234495296447,0.0,0.9968750476837158,0.0031250002793967724,690.0,1.0,9.333391647103895e-05,0
random,distributed,17,101,96,64,16.239254316792362,5.6989918962554,0.002733289960220355,68,0.00019931420770240762,1.1740999401744392,4.810743276029825,7.6502563818357885,19.995609034085646,219.625,260.0,1.732472810105174,0.008528322537049333,0.6427893402913776,0.003237359359538061,0.004214212927976746,0.9967672228813171,0.003232758492231369,690.0,1.0,0.0010605053249506113,0
random,distributed,17,101,128,96,15.655977592915617,5.595708640184122,0.0026895171560949514,100,3.8014692484701734e-05,1.2419179104488909,7.17353809857741,11.468833521241322,29.791182019980624,224.77685546875,260.0,1.8617728485330334,0.0022187655538778673,0.28264216030730416,0.0005951797993120067,0.0011058313975240708,0.996651828289032,0.00334821455180645,692.0,1.0,0.0002805155712337637,0
random,distributed,17,101,192,160,14.398857479140679,5.366350245584177,0.002590449810713038,164,0.00024120148352823982,0.8446798319301577,11.919280270813033,19.518198953010142,49.75611074711196,231.10888671875,278.0,1.9198718325953061,0.006620309066394341,0.7893096601126544,0.003473863686156875,0.0032653284985375564,0.9963942766189575,0.003605769481509924,696.0,1.0,0.0001618241367946638,0
random,distributed,17,101,256,224,12.726950371312272,5.045185897727114,0.0024470850209486693,228,0.0013135212502404293,4.040137868967642,16.665761031210423,28.12408364820294,70.25831843912601,235.62109375,278.0,1.2945319965209356,0.02959782301127504,2.8328691291956574,0.016739106936144665,0.013596848412520401,0.99609375,0.00390625,697.0,1.0,0.0012634146448657901,0
fixed_space,sparse,5,0,32,0,14.795654582380477,5.439789441215621,0.002837898765988333,4,,,0.0,0.4164915010333061,0.42826061812229455,208.779296875,228.0,,,,,,,,,,,0
fixed_space,sparse,5,0,48,0,14.25654189266754,5.339764394178369,0.0028151537324692284,8,,,0.0,0.8930341808591038,0.9033962299581617,232.58544921875,248.0,,,,,,,,,,,0
fixed_space,sparse,5,0,64,0,11.195171492818888,4.731843508151741,0.0025043575842670003,16,,,0.0,1.9687979919835925,1.98026543087326,251.767578125,290.0,,,,,,,,,,,0
fixed_space,sparse,5,0,96,0,9.982106060923044,4.468132957046611,0.002316597837182283,16,,,0.0,2.190001782029867,2.20152969006449,275.92724609375,310.0,,,,,,,,,,,0
fixed_space,sparse,5,0,128,0,8.056360972401166,4.014065513267357,0.0020381175007144004,13,,,0.0,1.9482697788625956,1.9587789070792496,296.068359375,328.0,,,,,,,,,,,0
fixed_space,sparse,5,0,192,0,6.8632486347244255,3.7049287806176316,0.0017853127691431767,16,,,0.0,2.588700327090919,2.600134009961039,318.1005859375,358.0,,,,,,,,,,,0
fixed_space,sparse,5,0,256,0,5.019647294044262,3.1684845885830852,0.0015445211247649409,16,,,0.0,2.7696759819518775,2.7805628881324083,338.521484375,368.0,,,,,,,,,,,0
fixed_space,sparse,5,0,512,0,2.647132327884467,2.3009269123048943,0.0011920441044713083,16,,,0.0,3.21317831100896,3.2251635030843318,379.7119140625,442.0,,,,,,,,,,,0
fixed_space,sparse,5,0,1024,0,0.19289790045584468,0.6211246259098808,0.000563142120150823,16,,,0.0,3.5715537490323186,3.582717824028805,424.1044921875,492.0,,,,,,,,,,,0
fixed_space,sparse,17,0,32,0,18.523056907647305,6.08655188224783,0.002966813197624923,4,,,0.0,0.4054777368437499,0.41708871396258473,210.13916015625,228.0,,,,,,,,,,,0
fixed_space,sparse,17,0,48,0,16.77835753339358,5.792815815023568,0.002845284005891286,7,,,0.0,0.7780932860914618,0.7897854989860207,232.587890625,248.0,,,,,,,,,,,0
fixed_space,sparse,17,0,64,0,15.994958563368149,5.655962970771316,0.0027006378841550457,10,,,0.0,1.2281993001233786,1.2396967830136418,251.06396484375,290.0,,,,,,,,,,,0
fixed_space,sparse,17,0,96,0,15.263213319988191,5.525072546127913,0.0026621984563610927,15,,,0.0,2.0492797628976405,2.0598549339920282,276.21533203125,310.0,,,,,,,,,,,0
fixed_space,sparse,17,0,128,0,9.509454820987525,4.3610674888122345,0.0023339828408132936,15,,,0.0,2.2488659680821,2.2606458510272205,294.3876953125,336.0,,,,,,,,,,,0
fixed_space,sparse,17,0,192,0,8.277422383685197,4.068764525918205,0.0021711196482632426,13,,,0.0,2.083810535026714,2.0942825879901648,317.27392578125,358.0,,,,,,,,,,,0
fixed_space,sparse,17,0,256,0,7.075988431051861,3.7619113309730894,0.0019877143017756095,16,,,0.0,2.730449933791533,2.7410366849508137,342.791015625,368.0,,,,,,,,,,,0
fixed_space,sparse,17,0,512,0,4.463022173259729,2.9876486317034434,0.001608466401697739,13,,,0.0,2.598111385013908,2.60901935887523,380.119140625,442.0,,,,,,,,,,,0
fixed_space,sparse,17,0,1024,0,0.4285616794448404,0.925809569452423,0.0008499522911923694,11,,,0.0,2.447670162888244,2.4584831087850034,423.51220703125,492.0,,,,,,,,,,,0
fixed_space,distributed,5,0,32,0,16.77116660511945,5.791574329164645,0.002867686463696183,4,,,0.0,0.40611807093955576,0.41774285212159157,210.71240234375,228.0,,,,,,,,,,,0
fixed_space,distributed,5,0,48,0,15.176496303237638,5.50935500820879,0.002736422866570931,9,,,0.0,0.9919353621080518,1.0034749461337924,232.578125,268.0,,,,,,,,,,,0
fixed_space,distributed,5,0,64,0,14.115967781017364,5.313373275240008,0.002636765606873469,9,,,0.0,1.1042748149484396,1.1147213908843696,252.83251953125,290.0,,,,,,,,,,,0
fixed_space,distributed,5,0,96,0,13.029899872311814,5.104879993165719,0.002527846711330981,11,,,0.0,1.4989187910687178,1.509709713049233,275.84375,310.0,,,,,,,,,,,0
fixed_space,distributed,5,0,128,0,11.097668738081273,4.711192786987446,0.002349809346684275,16,,,0.0,2.3735872718971223,2.3844914140645415,297.154296875,328.0,,,,,,,,,,,0
fixed_space,distributed,5,0,192,0,9.614555576725836,4.38510104255896,0.0021625758449684016,16,,,0.0,2.561062505003065,2.5716750849969685,317.2109375,358.0,,,,,,,,,,,0
fixed_space,distributed,5,0,256,0,8.268564568170289,4.06658691488828,0.0020036825448679664,16,,,0.0,2.735154677182436,2.7458539931103587,338.5068359375,368.0,,,,,,,,,,,0
fixed_space,distributed,5,0,512,0,4.372626317748383,2.9572373316148917,0.0015028591831747597,16,,,0.0,3.1859861670527607,3.19659158680588,379.70361328125,442.0,,,,,,,,,,,0
fixed_space,distributed,5,0,1024,0,0.013763521874751501,0.16591275945358452,0.00048553412508023635,16,,,0.0,3.5590242960024625,3.5702623969409615,424.01123046875,492.0,,,,,,,,,,,0
fixed_space,distributed,17,0,32,0,17.79599364624902,5.965902051869276,0.002849736160911278,4,,,0.0,0.41656927298754454,0.4286666458938271,208.775390625,228.0,,,,,,,,,,,0
fixed_space,distributed,17,0,48,0,15.81265020876127,5.623637649913314,0.0027233404284215165,7,,,0.0,0.7768251290544868,0.7874938901513815,231.640625,268.0,,,,,,,,,,,0
fixed_space,distributed,17,0,64,0,14.746624093175491,5.430768655204434,0.0026285015450346256,7,,,0.0,0.8691328421700746,0.8799767310265452,250.919921875,290.0,,,,,,,,,,,0
fixed_space,distributed,17,0,96,0,13.382131610835348,5.173418910321365,0.0025189715429861257,13,,,0.0,1.7886067118961364,1.799781376030296,275.0654296875,310.0,,,,,,,,,,,0
fixed_space,distributed,17,0,128,0,11.675204111507231,4.832226011168607,0.002332308259991145,14,,,0.0,2.0905950048472732,2.101056544808671,295.7958984375,336.0,,,,,,,,,,,0
fixed_space,distributed,17,0,192,0,10.173771369649172,4.51082506192585,0.0021641885632250127,16,,,0.0,2.5687647410668433,2.5792626249603927,317.205078125,358.0,,,,,,,,,,,0
fixed_space,distributed,17,0,256,0,8.55118509313096,4.135501201337259,0.00202921997674331,16,,,0.0,2.749358282890171,2.7600887869484723,338.5068359375,382.0,,,,,,,,,,,0
fixed_space,distributed,17,0,512,0,4.453845038134299,2.984575359455445,0.0015147525990447225,16,,,0.0,3.195771921193227,3.207762283971533,380.98486328125,426.0,,,,,,,,,,,0
fixed_space,distributed,17,0,1024,0,0.014367886980847353,0.16951629408907778,0.0004623317605905318,16,,,0.0,3.5782212540507317,3.5889240009710193,424.6611328125,492.0,,,,,,,,,,,0
