metric,value
geodesic_mapping.step_sizes_by_latent_id[148],0.10592825569164521
geodesic_mapping.step_sizes_by_latent_id[149],0.036561173675166495
geodesic_mapping.step_sizes_by_latent_id[150],0.06988336468937413
geodesic_mapping.step_sizes_by_latent_id[151],0.08759922740637224
geodesic_mapping.step_sizes_by_latent_id[152],0.08187102644410828
geodesic_mapping.step_sizes_by_latent_id[153],0.07905663645010368
geodesic_mapping.step_sizes_by_latent_id[154],0.019470273798073034
geodesic_mapping.step_sizes_by_latent_id[155],0.11213354313759276
geodesic_mapping.step_sizes_by_latent_id[156],0.1013951414626106
geodesic_mapping.step_sizes_by_latent_id[157],0.051689874803000364
geodesic_mapping.step_sizes_by_latent_id[158],0.0628079656754246
geodesic_mapping.step_sizes_by_latent_id[159],0.09491144361398866
geodesic_mapping.step_sizes_by_latent_id[160],0.049935954536337326
geodesic_mapping.step_sizes_by_latent_id[161],0.08057701682532062
geodesic_mapping.step_sizes_by_latent_id[162],0.10479287788332287
geodesic_mapping.step_sizes_by_latent_id[163],0.07408391459203453
geodesic_mapping.step_sizes_by_latent_id[164],0.06511043099624292
geodesic_mapping.step_sizes_by_latent_id[165],0.10637655102089895
geodesic_mapping.step_sizes_by_latent_id[166],0.09578064829456891
geodesic_mapping.step_sizes_by_latent_id[167],0.02074199128866335
geodesic_mapping.step_sizes_by_latent_id[168],0.0388102841075124
geodesic_mapping.step_sizes_by_latent_id[169],0.09310212640662777
geodesic_mapping.step_sizes_by_latent_id[170],0.10941552739659123
geodesic_mapping.step_sizes_by_latent_id[171],0.057560581671950946
geodesic_mapping.step_sizes_by_latent_id[172],0.0775926364950045
geodesic_mapping.step_sizes_by_latent_id[173],0.09965843367000904
geodesic_mapping.step_sizes_by_latent_id[174],0.08599784309319917
geodesic_mapping.step_sizes_by_latent_id[175],0.0425985708820635
geodesic_mapping.step_sizes_by_latent_id[176],0.04793649284134428
geodesic_mapping.step_sizes_by_latent_id[177],0.08875770962248089
geodesic_mapping.step_sizes_by_latent_id[178],0.09797632506963593
geodesic_mapping.step_sizes_by_latent_id[179],0.07541359310054448
geodesic_mapping.step_sizes_by_latent_id[180],0.06040013034921753
geodesic_mapping.step_sizes_by_latent_id[181],0.11093125212396308
geodesic_mapping.step_sizes_by_latent_id[182],0.09048340110537954
geodesic_mapping.step_sizes_by_latent_id[183],0.0320080759083247
geodesic_mapping.step_sizes_by_latent_id[184],0.011094527780818578
geodesic_mapping.step_sizes_by_latent_id[185],0.0941687429153142
geodesic_mapping.step_sizes_by_latent_id[186],0.10851311816189232
geodesic_mapping.step_sizes_by_latent_id[187],0.0685526407376439
geodesic_mapping.step_sizes_by_latent_id[188],0.0709434137066633
geodesic_mapping.step_sizes_by_latent_id[189],0.10260142732265824
geodesic_mapping.step_sizes_by_latent_id[190],0.08248313721990672
geodesic_mapping.step_sizes_by_latent_id[191],0.052965829864223414
geodesic_mapping.step_sizes_by_latent_id[192],0.11205017266217107
geodesic_mapping.step_sizes_by_latent_id[193],0.07459248063160455
geodesic_mapping.step_sizes_by_latent_id[194],0.014030596233002348
geodesic_mapping.step_sizes_by_latent_id[195],0.08394000006641168
geodesic_mapping.step_sizes_by_latent_id[196],0.0957316350315986
geodesic_mapping.step_sizes_by_latent_id[197],0.05076570061892005
geodesic_mapping.step_sizes_by_latent_id[198],0.059377838524929956
geodesic_mapping.step_sizes_by_latent_id[199],0.09997850979731926
geodesic_mapping.step_sizes_by_latent_id[200],0.10174946585999466
geodesic_mapping.step_sizes_by_latent_id[201],0.0674738195803563
geodesic_mapping.step_sizes_by_latent_id[202],0.048408736208115435
geodesic_mapping.step_sizes_by_latent_id[203],0.08952020140700535
geodesic_mapping.step_sizes_by_latent_id[204],0.08604611490453186
geodesic_mapping.step_sizes_by_latent_id[205],0.03497226793878261
geodesic_mapping.step_sizes_by_latent_id[206],0.0730036053088228
geodesic_mapping.step_sizes_by_latent_id[207],0.10679580864970427
geodesic_mapping.step_sizes_by_latent_id[208],0.10827304714578971
geodesic_mapping.step_sizes_by_latent_id[209],0.06902671579499846
geodesic_mapping.step_sizes_by_latent_id[210],0.030700217825539784
geodesic_mapping.step_sizes_by_latent_id[211],0.0885036272375478
geodesic_mapping.step_sizes_by_latent_id[212],0.09159657534909525
geodesic_mapping.step_sizes_by_latent_id[213],0.04265156482744636
geodesic_mapping.step_sizes_by_latent_id[214],0.06585928593660083
geodesic_mapping.step_sizes_by_latent_id[215],0.10399771013742146
geodesic_mapping.step_sizes_by_latent_id[216],0.09780977364745612
geodesic_mapping.step_sizes_by_latent_id[217],0.061695248280441435
geodesic_mapping.step_sizes_by_latent_id[218],0.05605346143773973
geodesic_mapping.step_sizes_by_latent_id[219],0.09405754279463588
geodesic_mapping.step_sizes_by_latent_id[220],0.08113774760530919
geodesic_mapping.step_sizes_by_latent_id[221],0.02030076008028171
geodesic_mapping.step_sizes_by_latent_id[222],0.07802758941922049
geodesic_mapping.step_sizes_by_latent_id[223],0.11035932024128449
geodesic_mapping.step_sizes_by_latent_id[224],0.10670648286152569
geodesic_mapping.step_sizes_by_latent_id[225],0.073601636718368
geodesic_mapping.step_sizes_by_latent_id[226],0.01041602704184824
geodesic_mapping.step_sizes_by_latent_id[227],0.08257633477510747
geodesic_mapping.step_sizes_by_latent_id[228],0.09222632303897545
geodesic_mapping.step_sizes_by_latent_id[229],0.04438051637761172
