active_after,active_before,active_dofs,batch_size,best_remaining_quadratic,birth_round,candidate_jacobian_nnz,cg_failures,coupling_candidates_before_pruning,coupling_rejections,fixed_k,image_loss,joint_to_independent_ratio,line_search_failures,median_affected_pixels,median_affected_views,method,near_null_candidate_fraction,nonfinite_candidate_score_count,normal_consistency,normal_error,normalized_rgb_mse,optimization_seconds,optimizer_steps,pairwise_max,pairwise_mean,peak_allocated_mib,peak_reserved_mib,point_to_surface_mean,point_to_surface_p95,predicted_joint_gain,predicted_quadratic_gain,predicted_raw_alignment,realized_gain,regional_ear_p2s_mean,regional_head_p2s_mean,regional_leg_p2s_mean,regional_torso_p2s_mean,relative_realized_gain,responsive_candidate_fraction,rgb_mae,rgb_psnr,rho_off,root_failures,round_optimization_seconds,round_scoring_seconds,scoring_seconds,selected_ids,silhouette_f1,silhouette_iou,surface_rms,symmetric_chamfer,target_point_rms,top10_error_region_fraction,top25_error_region_fraction,total_seconds
,,384,64,0.20191078999662387,9,7377899,0,,,,916.0923367410367,,0,272.0,4.0,raw_alignment_matched,0.0,0,0.9859924682935284,0.014007531706471621,0.001164871644008683,5.35197699489072,1,,,1612.52978515625,2462.0,0.0022147652403986797,0.005898063031936417,,,,2.435243330214462,0.0021829162103669223,0.0016177457402739947,0.004027539349891045,0.0014572741310684683,,1.0,0.005393429115185177,29.33721926457566,,0,,,2.726463394705206,,0.9923804259144059,0.9848760366439819,0.00519520335752415,0.005157296882562593,0.002393342409428591,,,9.162231622962281
,,448,64,0.16100846766591945,10,7377738,0,,,,914.0162152441385,,0,270.0,4.0,raw_alignment_matched,0.0,0,0.9859978559461138,0.014002144053886223,0.0011622317190095755,5.8003757239785045,1,,,1612.52978515625,2462.0,0.002174157999275168,0.005766844564213605,,,,2.0761214968981676,0.0021662207368913877,0.001552460844882698,0.0039723801911255895,0.0014225881566438763,,1.0,0.00535607342467242,29.34707276201623,,0,,,3.0297276156488806,,0.9923804259144059,0.9848760366439819,0.0051749116953206465,0.005129803383411159,0.0023510675682494827,,,10.028187995078042
,,512,64,0.20818351853363493,11,7378392,0,,,,912.2204093998139,,0,268.0,4.0,raw_alignment_matched,0.0,0,0.9859911218339854,0.014008878166014593,0.0011599482337949294,6.26261609303765,1,,,1612.52978515625,2462.0,0.0021463195376907364,0.0056255067273352196,,,,1.7958058443246045,0.0021405125047729142,0.0015075299515909925,0.00393083834345987,0.0014052814952927677,,1.0,0.005313668728095801,29.355613920479627,,0,,,3.3334143236279488,,0.9923804259144059,0.9848760366439819,0.005155784104465031,0.0051095733168334805,0.0023106127995710757,,,10.906901369104162
,,640,128,0.15717434296965618,12,7378952,0,,,,909.0957451803853,,0,267.0,4.0,raw_alignment_matched,0.0,0,0.9860369989509102,0.013963001049089763,0.0011559750177769792,6.741028628079221,1,,,1613.7744140625,2462.0,0.0021242150256159604,0.005544759758124565,,,,3.1246642194286096,0.0021390587026309154,0.0014764127253787617,0.003912409214102432,0.0013769953464826496,,1.0,0.005267282066941066,29.370515515200232,,0,,,3.636799448635429,,0.9923804259144059,0.9848760366439819,0.005147228743351582,0.005095217176750728,0.002293851064115584,,,11.802366098156199
,,768,128,0.058436083682743487,13,7378851,0,,,,906.8678871737883,,0,266.0,4.0,raw_alignment_matched,0.0,0,0.9860352528674561,0.01396474713254392,0.0011531421498283238,7.239824979100376,1,,,1613.7744140625,2462.0,0.002086061395512276,0.0054709762404489245,,,,2.227858006596989,0.0020724192039462386,0.0014285590924338614,0.0038562901136626883,0.0013594318533960237,,1.0,0.0052109194216119915,29.381171531729464,,0,,,3.940902262693271,,0.9923804259144059,0.9848760366439819,0.005127791226025153,0.0050702250438979446,0.0022508715635197424,,,12.718637119047344
,,896,128,0.0353319764173129,14,7379292,0,,,,904.944182740797,,0,264.0,4.0,raw_alignment_matched,0.0,0,0.9860426593937799,0.013957340606220114,0.0011506960331481896,7.754599916050211,1,,,1613.7744140625,2462.0,0.002069202174959407,0.005413954583628078,,,,1.9237044329912578,0.002091217070572321,0.0013936186408581293,0.003831624691991295,0.0013396889964985353,,1.0,0.0051770641395820225,29.39039384068609,,0,,,4.243882609764114,,0.9923804259144059,0.9848760366439819,0.005122642831852411,0.005059493383216087,0.002243498520341324,,,13.650899861939251
,,1024,128,0.03794163551809978,15,7379684,0,,,,903.2650900443743,,0,263.0,4.0,raw_alignment_matched,0.0,0,0.9860450469757497,0.013954953024250316,0.0011485609563755981,8.290306758834049,1,,,1613.7744140625,2462.0,0.0020440858048417568,0.005388567539528752,,,,1.6790926964226855,0.0020598805973659467,0.0013787399415348773,0.003811252314230901,0.0013115917049584859,,1.0,0.005142455487541951,29.39845951000031,,0,,,4.547031565802172,,0.9923804259144059,0.9848760366439819,0.005108927934801339,0.005042338019312377,0.002208267585087838,,,14.606159384129569
,,1152,128,0.02976249941823105,16,7379952,0,,,,902.2827289413158,,0,261.0,4.0,raw_alignment_matched,0.0,0,0.9860321963888037,0.013967803611196317,0.0011473118196377002,8.842414342798293,1,,,1613.7744140625,2462.0,0.002029784163499659,0.005385568112041013,,,,0.9823611030585653,0.002107696042666304,0.0013553888953127013,0.0037905974096544056,0.001282982339660177,,1.0,0.005122844543805431,29.403185322785845,,0,,,4.850894061848521,,0.9923804259144059,0.9848760366439819,0.005109716594273001,0.0050344332284549854,0.0022177215601259705,,,15.58300669095479
,,1280,128,0.030600514356953486,17,7380193,0,,,,900.966872741641,,0,260.0,4.0,raw_alignment_matched,0.0,0,0.9860481267427065,0.013951873257293523,0.0011456386219554152,9.410605777986348,1,,,1615.36376953125,2462.0,0.0020006964193847003,0.005283200246746525,,,,1.3158561996747267,0.002031807958361145,0.0013312328000377068,0.0037698868341299865,0.0012633300853890895,,1.0,0.005083282552394878,29.409523537832676,,0,,,5.155479578766972,,0.9923804259144059,0.9848760366439819,0.005089125431198336,0.0050143767880748025,0.0021715705988309864,,,16.575350858969614
,,1408,128,0.03202758223788948,18,7380314,0,,,,900.1227183984229,,0,259.0,4.0,raw_alignment_matched,0.0,0,0.9860120691240478,0.013987930875952181,0.0011445652242004685,10.009582855040208,1,,,1615.36376953125,2462.0,0.0019936309651824536,0.005281950330432185,,,,0.8441543432181788,0.002087300672464354,0.001314473992109094,0.0037487662501105097,0.0012458738606268367,,1.0,0.005068605251951619,29.413594535763956,,0,,,5.459923080867156,,0.9923804259144059,0.9848760366439819,0.00509067768163083,0.0050106727684463715,0.002179426718068753,,,17.59980400907807
,,1536,128,0.019307287917729003,19,7381648,0,,,,899.2102621149211,,0,258.0,4.0,raw_alignment_matched,0.0,0,0.9860396912939893,0.013960308706010727,0.001143404976037243,10.609065817901865,1,,,1615.36376953125,2462.0,0.001971300272141305,0.005238044846010044,,,,0.9124562835017969,0.0020235358814021903,0.001285457082125908,0.003733473222865084,0.0012348547170986535,,1.0,0.005040160943864702,29.417999220912986,,0,,,5.765722973970696,,0.9923804259144059,0.9848760366439819,0.0050741238632738645,0.004995153530499136,0.0021422982211729805,,,18.625947233987972
,,1664,128,0.021401379783728098,20,7381620,0,,,,898.7272129085846,,0,257.0,4.0,raw_alignment_matched,0.0,0,0.9860217571358225,0.013978242864177481,0.001142790747208385,11.217325708828866,1,,,1615.3779296875,2462.0,0.0019693262605215535,0.005260983568829807,,,,0.4830492063364318,0.0020740672964612355,0.0012646440523753522,0.0037273659785280714,0.0012229617721156599,,1.0,0.005032106394068784,29.420332846111428,,0,,,6.071560025913641,,0.9923804259144059,0.9848760366439819,0.005079052538382911,0.004995015422089685,0.002156762130254172,,,19.662127010989934
,,256,,,0,,0,,,256,952.8867152100341,,0,,,fixed_space_cold,,,0.985827325768708,0.014172674231291982,0.0012116581156540352,2.5537961120717227,5,,,1556.52490234375,1874.0,0.0023869978209566426,0.006718611878443583,,,,,0.0027507717894054385,0.001633710831559338,0.0042295054599817625,0.0015275550324300472,,,0.005695635488002568,29.16619904452285,,0,,,0.0,,0.9923804259144059,0.9848760366439819,0.005350133284585656,0.005289842087606476,0.002691107327259412,,,2.6683099248912185
,,512,,,0,,0,,,512,945.6572274880896,,0,,,fixed_space_cold,,,0.9858631636040518,0.014136836395948205,0.0012024653466391113,2.8704505211208016,5,,,1742.46875,2142.0,0.0022973100885313523,0.00639676653286105,,,,,0.0025490212176382805,0.001562601995795595,0.004119358616155297,0.0014792636572493573,,,0.005596707070286329,29.199274305302367,,0,,,0.0,,0.9923804259144059,0.9848760366439819,0.005281463235120355,0.005225818948632537,0.0025602096265192505,,,5.6693707020021975
,,1024,,,0,,0,,,1024,929.9653720053437,,0,,,fixed_space_cold,,,0.9859239566505832,0.014076043349416811,0.0011825121205715735,3.1982911948580295,5,,,1846.6279296875,2330.0,0.0021531191347892798,0.0058155452163223004,,,,,0.0022767264037508025,0.0014479618507761659,0.003969504514180497,0.0013713475374879365,,,0.005402940082788976,29.271943991141466,,0,,,0.0,,0.9923804259144059,0.9848760366439819,0.005181067067008165,0.005120281870125202,0.0023612926310278377,,,9.005547975888476
,,1664,,,0,,0,,,1664,921.0225376513588,,0,,,fixed_space_cold,,,0.9859596230626108,0.014040376937389243,0.0011711407186525457,3.4312286919448525,5,,,1910.8134765625,2458.0,0.0020792534085324714,0.005596920072639258,,,,,0.0022252879233896545,0.001380820173835399,0.003880695869930425,0.0012962143852287735,,,0.005266935970875743,29.313909190500862,,0,,,0.0,,0.9923804259144059,0.9848760366439819,0.005144445986775915,0.005070722010567748,0.0022821364996478037,,,12.579402633942664
